ticker,cik
WAYNE SAVINGS BANCSHARES INC,0001036030
ADVANCE FINANCIAL BANCORP,0001023398
FLOWSERVE CORP,0000030625
LITTELFUSE INC,0000889331
TENNANT CO,0000097134
FALMOUTH BANCORP INC,0001027280
AEHR TEST SYSTEMS,0001040470
QUOTESMITH COM INC,0001079996
GERMAN AMERICAN BANCORP,0000714395
HELLER FINANCIAL INC,0000046738
ZAPATA CORP,0000109177
N2H2 INC,0001077301
MEDIUM4 COM INC,0001077634
WHITMAN EDUCATION GROUP INC,0000352183
QUAKER CHEMICAL CORP,0000081362
OSTEOTECH INC,0000874734
NETWORK PERIPHERALS INC,0000922521
WATERSIDE CAPITAL CORP,0000924095
GAIAM INC,0001089872
CVRX INC,0001235912
ASK JEEVES INC,0001054298
APOLLO GROUP INC,0000929887
TELTRONICS INC,0000097052
FRISCHS RESTAURANTS INC,0000039047
ZONAGEN INC,0000897075
VARIFLEX INC,0000921366
INGLES MARKETS INC,0001285656
EXTENDED STAY AMERICA INC,0001002579
SELECT COMFORT CORP,0000827187
MARCHEX INC,0001224133
CASTLE DENTAL CENTERS INC,0001018152
OPENWAVE SYSTEMS INC,0001082506
SAGA COMMUNICATIONS INC,0000886136
BOXLIGHT CORP,0001624512
NATIONAL TECHTEAM INC,0000805054
VALUE LINE INC,0000717720
HARVARD BIOSCIENCE INC,0001123494
TRANSFINANCIAL HOLDINGS INC,0000719271
YOUTHSTREAM MEDIA NETWORKS INC,0001103926
BIONUTRICS,0001030839
FOSSIL INC,0000883569
CHIPPAC INC,0001093779
BOSTON ACOUSTICS INC,0000805268
BREAKAWAY SOLUTIONS INC,0001076643
PALOMAR MEDICAL TECHNOLOGIES INC,0000881695
MARIMBA INC,0001078295
ADAMS RESOURCES & ENERGY INC,0000002178
ASIAINFO HOLDINGS INC,0001100969
MEDALLION FINANCIAL CORP,0001000209
BIOMERICA INC,0000073290
MAPINFO CORP,0000916238
EB2B COMMERCE INC,0000317788
ARENA PHARMACEUTICALS INC,0001080709
ISTA PHARMACEUTICALS INC,0000930553
ENERGY PARTNERS LTD,0000750199
MARTEK BIOSCIENCES CORP,0000892025
ELECTRIC FUEL CORP,0000916529
MEDIALINK WORLDWIDE INC,0000812890
WASHINGTON MUTUAL INC,0000933136
FISCHER IMAGING CORP,0000750901
COVEST BANCSHARES INC,0000885694
METRICOM INC,0000884318
CARAUSTAR INDUSTRIES INC,0000825692
ENVIRONMENTAL TECTONICS CORP,0000033113
EVERLAST WORLDWIDE INC,0000934795
VALUEVISION INTERNATIONAL INC,0000870826
VISUAL DATA CORP,0000919130
QUALMARK CORP,0001006691
INTERNEURON PHARMACEUTICALS INC,0000854222
HANDSPRING INC,0001091822
MILTOPE GROUP INC,0000752692
BRAZIL FAST FOOD CORP,0000914537
DAVITA INC,0000927066
WEBVAN GROUP INC,0001092657
SALTON INC,0000878280
AEROCENTURY CORP,0001036848
INFOCROSSING INC,0000893816
OAK TECHNOLOGY INC,0000824225
RAYOVAC CORP,0001028985
PROSPERITY BANCSHARES INC,0001068851
TERADYNE INC,0000097212
ENERGY WEST INC,0000043350
MINDSPEED TECHNOLOGIES INC,0001224370
FINISAR CORP,0001094739
THOMAS GROUP INC,0000900017
AMERICAN HOMESTAR CORP,0000922812
PHYSIOMETRIX INC,0001010397
CORIXA CORP,0001042561
GREENE COUNTY BANCORP INC,0001070524
HARMONIC INC,0000851310
AVANIR PHARMACEUTICALS,0000858803
ENVIRONMENTAL TECHNOLOGIES CORP,0000888956
ABLEAUCTIONS COM INC,0001099290
FOOTSTAR INC,0001011308
CLICKNSETTLE COM INC,0000925741
HAWKER PACIFIC AEROSPACE,0001049625
NOBEL LEARNING COMMUNITIES INC,0000721237
CALICO COMMERCE INC,0001081154
CUTERA INC,0001162461
AT TRACK COMMUNICATIONS INC,0000944400
DURATEK INC,0000785186
1 800 FLOWERS COM INC,0001084869
R H DONNELLEY CORP,0000030419
BLUE DOLPHIN ENERGY CO,0000793306
UNIVERSAL ACCESS INC,0001070699
MEDIA GENERAL INC,0000216539
VASTERA INC,0001075056
AKORN INC,0000003116
BRIGGS & STRATTON CORP,0000014195
FREMONT GENERAL CORP,0000038984
BERKSHIRE HILLS BANCORP INC,0001108134
IMMUNE RESPONSE CORP,0000817785
PECO II INC,0000845072
CONTINENTAL AIRLINES INC,0000319687
NEMATRON CORP,0000892832
OXBORO MEDICAL INC,0000350557
ASHTON TECHNOLOGY GROUP INC,0001003740
SHOCHET HOLDING CORP,0001100202
ADVANTAGE LEARNING SYSTEMS INC,0001030484
